"word","n"
"adults",69
"advertised",69
"alot",69
"bahn",69
"flakes",69
"fresher",69
"frustrating",69
"japan",69
"lover",69
"lunchtime",69
"minor",69
"nuts",69
"ny",69
"politely",69
"seeds",69
"traveling",69
"turnip",69
"understanding",69
"unusual",69
"wont",69
"adds",68
"amounts",68
"dimsum",68
"floors",68
"fyi",68
"general's",68
"hoped",68
"liquor",68
"manage",68
"named",68
"pgh",68
"root",68
"saved",68
"separately",68
"shrimps",68
"unappetizing",68
"unfriendly",68
"wasted",68
"zi",68
"advantage",67
"america",67
"blocks",67
"chances",67
"char",67
"clams",67
"fingers",67
"overwhelmed",67
"passable",67
"ragoon",67
"replace",67
"settled",67
"specialties",67
"tang",67
"unassuming",67
"unhappy",67
"wasnt",67
"women",67
"albeit",66
"appeal",66
"bistro",66
"bothered",66
"cleared",66
"coworker",66
"entered",66
"fixed",66
"flag",66
"heading",66
"hype",66
"importantly",66
"knock",66
"laid",66
"lychee",66
"meatball",66
"naan",66
"necessarily",66
"opposed",66
"poke",66
"proper",66
"purchase",66
"scoop",66
"sight",66
"stock",66
"trays",66
"unbelievable",66
"venture",66
"wanton",66
"wild",66
"worthy",66
"味道",66
"answers",65
"beverages",65
"businesses",65
"celebrate",65
"exceeded",65
"explaining",65
"ill",65
"insisted",65
"lines",65
"liquid",65
"memories",65
"nose",65
"powder",65
"sandwiches",65
"shortly",65
"tight",65
"traffic",65
"ugh",65
"zucchini",65
"24",64
"automatically",64
"chill",64
"choosing",64
"combinations",64
"continues",64
"curds",64
"earth",64
"fortunately",64
"gratuity",64
"ham",64
"led",64
"lighter",64
"meaty",64
"nervous",64
"solon",64
"subtle",64
"uber",64
"yu",64
"70",63
"argue",63
"contact",63
"feature",63
"flour",63
"ignore",63
"initial",63
"ish",63
"leftover",63
"lives",63
"marked",63
"saving",63
"slowly",63
"starters",63
"varied",63
"wash",63
"1.5",62
"advance",62
"basics",62
"brand",62
"cater",62
"comparing",62
"curious",62
"decorations",62
"elegant",62
"father",62
"features",62
"gold",62
"greatly",62
"hk",62
"locally",62
"lose",62
"lovers",62
"loyal",62
"melt",62
"microwaved",62
"noisy",62
"ragoons",62
"smoothie",62
"team",62
"twenty",62
"wtf",62
"accompanied",61
"biryani",61
"blame",61
"bottles",61
"calls",61
"cancel",61
"clue",61
"ear",61
"flavoring",61
"gelatinous",61
"grade",61
"heads",61
"ka",61
"lackluster",61
"melted",61
"mush",61
"philly",61
"pods",61
"respect",61
"rotten",61
"season",61
"smooth",61
"smoothies",61
"sooner",61
"treatment",61
"好吃",61
"admittedly",60
"attractive",60
"ayce",60
"blow",60
"chat",60
"chen's",60
"clay",60
"deliciousness",60
"drunken",60
"edo",60
"fail",60
"floating",60
"fly",60
"fuji",60
"gladly",60
"oddly",60
"p.s",60
"pace",60
"pound",60
"raised",60
"reviewed",60
"should've",60
"slider",60
"spider",60
"substitute",60
"sucked",60
"sweat",60
"tipped",60
"tops",60
"unexpected",60
"unfortunate",60
"versions",60
"yellowtail",60
"19",59
"22",59
"boston",59
"bummer",59
"caution",59
"ceiling",59
"cutting",59
"definite",59
"dressed",59
"flies",59
"freaking",59
"hometown",59
"hub",59
"jumbo",59
"lacks",59
"leaf",59
"pinch",59
"prime",59
"skills",59
"soupy",59
"spaghetti",59
"textures",59
"tonkotsu",59
"trips",59
"unlimited",59
"whim",59
"wi",59
"粉",59
"bargain",58
"chowder",58
"cleaner",58
"communication",58
"dinning",58
"feast",58
"grown",58
"heated",58
"hesitate",58
"lebanon",58
"mexican",58
"nani",58
"pint",58
"primarily",58
"stocked",58
"subba",58
"tapas",58
"wing",58
"chilli",57
"control",57
"expectation",57
"funky",57
"google",57
"holidays",57
"law",57
"melon",57
"nam's",57
"nepalese",57
"patron",57
"qq",57
"resturant",57
"results",57
"sauced",57
"soul",57
"southern",57
"stringy",57
"stupid",57
"uncooked",57
"underwhelmed",57
"wasting",57
"我",57
"aspect",56
"assured",56
"brussels",56
"ca",56
"error",56
"explanation",56
"forced",56
"gen",56
"hakka",56
"healthier",56
"instantly",56
"masala",56
"metal",56
"nicest",56
"overdone",56
"pacific",56
"pride",56
"promised",56
"purchased",56
"remind",56
"schezuan",56
"shops",56
"steal",56
"sundays",56
"taigu",56
"tartare",56
"tradition",56
"tsao's",56
"7pm",55
"acted",55
"blew",55
"cha",55
"chewing",55
"confirmed",55
"cramped",55
"delectable",55
"depends",55
"depth",55
"dig",55
"finger",55
"gristle",55
"guilty",55
"hilldale",55
"lee's",55
"meeting",55
"neck",55
"philadelphia",55
"portioned",55
"rip",55
"smiles",55
"sodium",55
"speaks",55
"stepped",55
"surely",55
"sweeter",55
"tacos",55
"twist",55
"venue",55
"voice",55
"wanna",55
"apologetic",54
"ass",54
"beats",54
"cents",54
"disgusted",54
"empire",54
"factor",54
"freshest",54
"gigantic",54
"impress",54
"mint",54
"pu",54
"quart",54
"spread",54
"squash",54
"straw",54
"wrappers",54
"adult",53
"bartenders",53
"benefit",53
"boat",53
"club",53
"cross",53
"delivering",53
"destination",53
"dream",53
"empress",53
"fired",53
"fragrant",53
"gf",53
"insanely",53
"layer",53
"opt",53
"played",53
"policy",53
"proteins",53
"quaint",53
"report",53
"required",53
"sets",53
"shiitake",53
"sooooo",53
"sticking",53
"stores",53
"strawberry",53
"suey",53
"switch",53
"trick",53
"75",52
"asiatown",52
"boiling",52
"brussel",52
"category",52
"cheapest",52
"commented",52
"conveniently",52
"distinct",52
"dump",52
"eagle",52
"email",52
"enjoys",52
"frog",52
"frustrated",52
"generals",52
"goat",52
"grass",52
"hop",52
"lie",52
"loong",52
"memory",52
"mochi",52
"occupied",52
"paired",52
"peel",52
"prawns",52
"pressure",52
"purpose",52
"ranging",52
"sampling",52
"score",52
"significantly",52
"sorts",52
"tail",52
"tastier",52
"washington",52
"welcomed",52
"acknowledge",51
"adorable",51
"allergic",51
"arriving",51
"attached",51
"banh",51
"carnegie",51
"chi",51
"chipotle",51
"confusion",51
"cuz",51
"dare",51
"dipped",51
"dj",51
"dumped",51
"female",51
"frying",51
"highlights",51
"hut",51
"incorrect",51
"kim",51
"knife",51
"knowledge",51
"lousy",51
"luke",51
"momo",51
"neon",51
"platters",51
"pour",51
"ppl",51
"prairie",51
"profile",51
"remove",51
"skewer",51
"smoky",51
"starter",51
"stow",51
"syrup",51
"unable",51
"wallet",51
"calm",50
"cared",50
"chic",50
"colored",50
"couples",50
"curries",50
"discover",50
"district",50
"em",50
"fear",50
"forks",50
"har",50
"inattentive",50
"infused",50
"messy",50
"million",50
"preparing",50
"products",50
"refuse",50
"setup",50
"smiling",50
"steer",50
"tone",50
"ultimately",50
"牛",50
"1.50",49
"account",49
"age",49
"answering",49
"bare",49
"buying",49
"chan",49
"chopstix",49
"compares",49
"craig",49
"cutlet",49
"dash",49
"décor",49
"deliciously",49
"dingy",49
"dripping",49
"edit",49
"falling",49
"fed",49
"fooled",49
"fruits",49
"illinois",49
"industry",49
"introduced",49
"leg",49
"mildly",49
"phusion",49
"runny",49
"seemingly",49
"selected",49
"similarly",49
"sits",49
"surrounding",49
"tarts",49
"understandable",49
"vast",49
"watercress",49
"3rd",48
"accidentally",48
"charging",48
"charming",48
"chives",48
"claim",48
"classics",48
"cleveland's",48
"combined",48
"convinced",48
"customize",48
"dozens",48
"encountered",48
"estimated",48
"existent",48
"foodie",48
"fountain",48
"hooked",48
"information",48
"joy",48
"loudly",48
"mass",48
"natural",48
"pei",48
"pushed",48
"rangoon's",48
"reach",48
"scary",48
"snob",48
"starch",48
"ticket",48
"toilet",48
"tomatoes",48
"trained",48
"和",48
"6pm",47
"al",47
"argued",47
"avon",47
"bold",47
"bugs",47
"cu",47
"decoration",47
"deserts",47
"desperate",47
"din",47
"ensure",47
"exceptionally",47
"family's",47
"frequented",47
"garlicky",47
"herbs",47
"honor",47
"horrendous",47
"hospital",47
"middleton",47
"moderately",47
"notes",47
"opposite",47
"organized",47
"pleasing",47
"practice",47
"preserved",47
"pro",47
"relax",47
"restrooms",47
"steep",47
"stinky",47
"succulent",47
"suck",47
"suit",47
"touched",47
"比较",47
"不错",47
"bars",46
"challenge",46
"compliment",46
"consists",46
"content",46
"coventry",46
"criticism",46
"culture",46
"divine",46
"e.g",46
"ew",46
"fight",46
"fond",46
"genuinely",46
"gorgeous",46
"halfway",46
"kasai",46
"male",46
"massages",46
"moderate",46
"mom's",46
"napkin",46
"operation",46
"ox",46
"package",46
"phones",46
"planned",46
"prep",46
"radish",46
"rainy",46
"raved",46
"refilling",46
"reputation",46
"seasonal",46
"sf",46
"stays",46
"tipping",46
"torn",46
"unbelievably",46
"understood",46
"warmed",46
"willy",46
"ability",45
"accustomed",45
"addicted",45
"afford",45
"badly",45
"branch",45
"catering",45
"cod",45
"crushed",45
"cubes",45
"deciding",45
"declined",45
"descriptions",45
"dimly",45
"dirt",45
"display",45
"don",45
"ears",45
"expansive",45
"extras",45
"fashion",45
"fills",45
"gripe",45
"harder",45
"hospitality",45
"ji",45
"killer",45
"lesson",45
"locals",45
"mala",45
"oven",45
"processed",45
"providing",45
"quantities",45
"recommending",45
"remodeled",45
"rid",45
"session",45
"snap",45
"soo",45
"staffed",45
"stuffing",45
"sugary",45
"tonkatsu",45
"treats",45
"unfamiliar",45
"unsure",45
"updating",45
"village",45
"菜",45
"炒",45
"accident",44
"bangkok",44
"blood",44
"born",44
"busier",44
"chains",44
"chair",44
"comfy",44
"dear",44
"disappeared",44
"disaster",44
"drunk",44
"earned",44
"entertaining",44
"expert",44
"focused",44
"gas",44
"genuine",44
"handled",44
"hurt",44
"inch",44
"los",44
"lying",44
"miserable",44
"operated",44
"penny",44
"peppercorn",44
"proximity",44
"ps",44
"puffs",44
"remembers",44
"ruin",44
"satisfaction",44
"sheet",44
"significant",44
"smoke",44
"summary",44
"theme",44
"unimpressed",44
"war",44
"xlb",44
"8pm",43
"advised",43
"bags",43
"batch",43
"blowing",43
"carte",43
"colorful",43
"concerns",43
"drivers",43
"dude",43
"dumplinghaus",43
"executed",43
"fryer",43
"hankering",43
"intense",43
"journey",43
"ketchup",43
"laugh",43
"mentor",43
"mintt",43
"mixing",43
"mojito",43
"mother's",43
"napa",43
"raving",43
"replacement",43
"replied",43
"shady",43
"silly",43
"sing",43
"suburbs",43
"tasteful",43
"teeth",43
"volume",43
"wan's",43
"wheat",43
"wondered",43
"wooden",43
"angeles",42
"buffalo",42
"build",42
"carefully",42
"cat",42
"central",42
"charm",42
"chatting",42
"corporate",42
"cultural",42
"dc",42
"delighted",42
"energy",42
"equal",42
"extraordinary",42
"gooey",42
"hassle",42
"hefty",42
"imo",42
"instant",42
"island",42
"kindly",42
"kinks",42
"loss",42
"malaysian",42
"matters",42
"oxtail",42
"pow",42
"printed",42
"quoted",42
"scared",42
"schedule",42
"screaming",42
"sensitive",42
"smart",42
"smothered",42
"sparse",42
"stingy",42
"tummy",42
"vodka",42
"weeknight",42
"yep",42
"zone",42
"牛肉",42
"3pm",41
"alas",41
"approach",41
"bummed",41
"buttery",41
"calories",41
"cars",41
"chilies",41
"communicate",41
"contrast",41
"creme",41
"death",41
"driven",41
"eastern",41
"eateries",41
"grandma",41
"heavenly",41
"holding",41
"hotter",41
"hundreds",41
"kay",41
"lean",41
"leather",41
"loving",41
"midnight",41
"nam",41
"overlooked",41
"pathetic",41
"payment",41
"pittsburgh's",41
"popped",41
"punch",41
"quicker",41
"randomly",41
"river",41
"robinson",41
"roommate",41
"shape",41
"shaved",41
"spilled",41
"surrounded",41
"tap",41
"thinner",41
"understaffed",41
"viet",41
"yell",41
"10.99",40
"200b",40
"2018",40
"7.95",40
"biased",40
"cardboard",40
"caring",40
"chuan",40
"constant",40
"crew",40
"delay",40
"deliveries",40
"desire",40
"downright",40
"flying",40
"fung",40
"furniture",40
"garnish",40
"goodies",40
"greeting",40
"happening",40
"iceberg",40
"impeccable",40
"jello",40
"limp",40
"load",40
"notable",40
"overrated",40
"parked",40
"pastries",40
"peaceful",40
"personality",40
"quarter",40
"redeeming",40
"remains",40
"ride",40
"ring",40
"route",40
"sigh",40
"skimpy",40
"soak",40
"someplace",40
"steps",40
"stewed",40
"stone",40
"styles",40
"subway",40
"tamarind",40
"tart",40
"track",40
"underneath",40
"ur",40
"weekdays",40
"xiaolongbao",40
"yolk",40
"味",40
"00f1",39
"access",39
"approached",39
"artificial",39
"attended",39
"caused",39
"childhood",39
"choi",39
"circle",39
"claimed",39
"code",39
"cooler",39
"daikon",39
"designed",39
"dislike",39
"drank",39
"else's",39
"exist",39
"fifteen",39
"flight",39
"freezing",39
"glance",39
"glazed",39
"gracious",39
"hing",39
"holds",39
"indo",39
"insane",39
"jalape",39
"limit",39
"loads",39
"lobby",39
"modest",39
"northeast",39
"overwhelmingly",39
"public",39
"reaction",39
"remained",39
"renovated",39
"rings",39
"roles",39
"roti",39
"rudely",39
"screen",39
"screwed",39
"severely",39
"shout",39
"shui",39
"sloppy",39
"tag",39
"tay",39
"timing",39
"training",39
"tree",39
"urge",39
"wary",39
"26",38
"6.95",38
"acknowledged",38
"adventure",38
"advise",38
"arguing",38
"baos",38
"bi",38
"biscuits",38
"breaking",38
"casserole",38
"chee",38
"chen",38
"cinnamon",38
"colors",38
"columbus",38
"concern",38
"convince",38
"cousin",38
"created",38
"decade",38
"definately",38
"fei",38
"finest",38
"forgettable",38
"glaze",38
"grateful",38
"homey",38
"horribly",38
"info",38
"kill",38
"knocked",38
"mekong",38
"mondays",38
"overlook",38
"pans",38
"pickles",38
"pie",38
"plans",38
"plant",38
"pressed",38
"receiving",38
"replenished",38
"rou",38
"selling",38
"skipped",38
"snacks",38
"specially",38
"storefront",38
"success",38
"tacky",38
"taos",38
"traveled",38
"virtually",38
"warmer",38
"abundance",37
"accepted",37
"addictive",37
"advertise",37
"bizarre",37
"buddy",37
"burning",37
"celebration",37
"character",37
"cheesecake",37
"coat",37
"corners",37
"countless",37
"custom",37
"direction",37
"dropping",37
"dying",37
"dynamite",37
"effect",37
"execution",37
"filler",37
"fits",37
"flounder",37
"governor's",37
"graduation",37
"human",37
"hunger",37
"john",37
"letting",37
"mao",37
"money's",37
"mule",37
"numb",37
"outdated",37
"outrageous",37
"pic",37
"pissed",37
"radius",37
"ripped",37
"rule",37
"seasonings",37
"shanghainese",37
"shellfish",37
"soap",37
"stared",37
"steady",37
"stress",37
"strictly",37
"tan",37
"treasure",37
"vanilla",37
"ventured",37
"vieng's",37
"warn",37
"watering",37
"也",37
"accent",36
"anniversary",36
"boyfriend's",36
"boys",36
"candy",36
"catered",36
"cedar",36
"conversations",36
"cow",36
"dance",36
"dandan",36
"david",36
"defiantly",36
"dense",36
"dietary",36
"donut",36
"drowned",36
"esp",36
"evenings",36
"everyone's",36
"foreign",36
"generously",36
"gow",36
"harsh",36
"id",36
"idk",36
"koi",36
"lame",36
"lao",36
"occasional",36
"olmsted",36
"oolong",36
"owner's",36
"oysters",36
"peach",36
"pearls",36
"pics",36
"police",36
"preferences",36
"raise",36
"reminiscent",36
"rotation",36
"shown",36
"sip",36
"slower",36
"stairs",36
"switched",36
"thankful",36
"tooth",36
"traditionally",36
"truth",36
"utterly",36
"variation",36
"wearing",36
"wipe",36
"鱼",36
"atm",35
"avoided",35
"blows",35
"carried",35
"chan's",35
"charges",35
"chilis",35
"companions",35
"crown",35
"debit",35
"dissapointed",35
"downstairs",35
"draw",35
"encourage",35
"endless",35
"entrées",35
"excessive",35
"exchange",35
"feedback",35
"forbes",35
"foul",35
"grabbing",35
"hipster",35
"inconvenience",35
"intrigued",35
"laughing",35
"license",35
"mian",35
"murray",35
"nature",35
"noticeable",35
"obsessed",35
"oranges",35
"pants",35
"pickle",35
"population",35
"positives",35
"push",35
"reviewing",35
"roughly",35
"settle",35
"siracha",35
"strangely",35
"su",35
"sums",35
"tao's",35
"thirty",35
"toss",35
"upgrade",35
"ups",35
"visible",35
"wear",35
"westlake",35
"分",35
"干",35
"在",35
"10pm",34
"4.99",34
"5pm",34
"9pm",34
"aroma",34
"bim",34
"biscuit",34
"built",34
"cali",34
"cherry",34
"cleanest",34
"cloth",34
"confirm",34
"crowds",34
"dealing",34
"ding",34
"dissatisfied",34
"edges",34
"equivalent",34
"favourite",34
"hall",34
"hired",34
"humble",34
"hunt",34
"identical",34
"instructions",34
"jam",34
"justify",34
"matched",34
"newly",34
"pair",34
"pesto",34
"pulling",34
"region",34
"relative",34
"scrumptious",34
"seattle",34
"shirt",34
"shoulder",34
"spareribs",34
"spoons",34
"substance",34
"supposedly",34
"susan",34
"tall",34
"tina",34
"um",34
"walnuts",34
"warmly",34
"weight",34
"worries",34
"6.99",33
"7.99",33
"accommodated",33
"airport",33
"angel",33
"avenue",33
"beachwood",33
"boo",33
"breath",33
"brocolli",33
"bug",33
"carpet",33
"century",33
"chambana",33
"cheesy",33
"craft",33
"de",33
"degree",33
"doused",33
"ease",33
"eclectic",33
"entry",33
"facility",33
"fails",33
"farther",33
"fillings",33
"gray",33
"heaping",33
"hummus",33
"increased",33
"kudos",33
"lead",33
"lorain",33
"managers",33
"mcdonalds",33
"misleading",33
"mount",33
"naturally",33
"nom",33
"packaging",33
"patience",33
"people's",33
"peppery",33
"prob",33
"produce",33
"rabbit",33
"rancid",33
"remotely",33
"rocky",33
"sanitary",33
"seeking",33
"shank",33
"shoo",33
"sink",33
"spotty",33
"sprinkled",33
"stack",33
"sticker",33
"suburban",33
"suddenly",33
"takeaway",33
"tandoori",33
"tastebuds",33
"temp",33
"therapist",33
"thousand",33
"toronto",33
"walks",33
"5.50",32
"aftertaste",32
"aged",32
"ages",32
"appropriately",32
"boot",32
"burgers",32
"bustling",32
"café",32
"cans",32
"complicated",32
"construction",32
"converted",32
"cry",32
"devoured",32
"drowning",32
"embarrassed",32
"flavour",32
"force",32
"frequenting",32
"fuss",32
"garage",32
"hawaii",32
"hire",32
"hundred",32
"identify",32
"indication",32
"inspection",32
"invited",32
"jackie",32
"jakarta",32
"jellyfish",32
"judging",32
"justice",32
"laden",32
"laughed",32
"lid",32
"lively",32
"mahomet",32
"mountain",32
"nondescript",32
"overpowered",32
"passion",32
"patiently",32
"patronize",32
"peppered",32
